id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
721375308,0,48,M,3,"ensino medio",casado,"$80K - $120K",blue,36,5,3,1,"30.579,32","1.289,23",19
711374283,0,47,M,3,"ensino medio",solteiro,"$80K - $120K",blue,42,4,0,1,"24.480,74","1.416,75",32
822893133,0,56,F,1,"sem educacao formal",divorciado,na,blue,52,6,2,1,"17.561,27","1.608,98",33
778465533,0,54,F,0,graduacao,casado,"menos que $40K",blue,40,3,2,1,"1.638,73","1.885,66",51
712138983,0,54,M,1,mestrado,casado,"$60K - $80K",blue,36,3,2,3,"2.947,19","1.744,45",53
716920908,0,52,M,4,"ensino medio",casado,"$80K - $120K",blue,42,6,0,1,"5.738,38","1.922,73",48
708095133,0,43,M,4,na,na,"$120K +",blue,34,5,2,2,"33.304,71","1.448,54",29
711195558,0,59,M,1,graduacao,solteiro,"$40K - $60K",blue,48,6,3,3,"7.251,60","1.300,15",36
772735758,0,44,M,1,na,casado,na,blue,34,6,0,2,"2.885,65","1.366,50",31
712024908,0,56,F,1,graduacao,casado,"menos que $40K",blue,36,6,3,2,"2.641,60","1.439,62",39
778239933,0,45,F,4,mestrado,casado,na,blue,35,6,0,3,"2.801,27","1.241,49",46
714893733,0,55,M,1,"ensino medio",casado,"$80K - $120K",blue,45,3,3,3,"16.794,45","1.917,85",33
754886958,0,48,F,3,graduacao,divorciado,"$40K - $60K",blue,41,4,3,1,"9.336,07","1.391,01",39
710104908,0,56,F,5,graduacao,solteiro,"menos que $40K",blue,43,4,0,1,"2.763,78","1.246,31",31
710558883,0,41,M,3,"sem educacao formal",casado,"$60K - $80K",blue,36,5,2,3,"17.391,72","1.248,66",27
713827383,0,65,F,1,"ensino medio",casado,"menos que $40K",blue,36,3,0,2,"3.198,30","1.936,15",44
720267033,0,34,M,4,doutorado,solteiro,"$80K - $120K",blue,26,3,2,3,"5.100,12","2.375,80",63
712049208,0,56,M,3,doutorado,casado,"$60K - $80K",blue,39,3,2,1,"3.955,30","1.238,61",25
708688608,0,62,F,1,"ensino medio",casado,"menos que $40K",blue,48,5,1,3,"3.140,82","1.626,82",41
716223708,1,45,F,3,"sem educacao formal",solteiro,na,blue,36,3,3,3,"4.028,27","791,44",22
713217858,0,38,F,2,"sem educacao formal",solteiro,"menos que $40K",blue,32,5,3,3,"2.264,56","1.204,81",28
819352983,0,49,M,3,na,na,"$120K +",blue,44,5,2,2,"21.620,19","1.300,39",33
711019308,0,58,M,2,"ensino medio",solteiro,"$60K - $80K",blue,45,3,0,2,"6.385,71","1.612,67",47
768600558,0,41,F,4,mestrado,solteiro,"$40K - $60K",blue,31,4,3,2,"2.375,03","1.071,28",28
710202783,0,33,M,2,mestrado,casado,"$60K - $80K",blue,13,3,3,3,"1.963,58","1.378,41",37
712899333,0,47,F,4,graduacao,solteiro,"menos que $40K",blue,37,6,2,2,"4.256,94","1.100,92",29
767036433,0,56,F,1,mestrado,casado,"menos que $40K",blue,49,5,0,1,"5.097,67","2.052,85",45
793473033,0,51,M,1,mestrado,solteiro,"$60K - $80K",blue,45,3,3,2,"3.228,28","1.349,00",33
721232058,0,49,M,1,mestrado,na,"$40K - $60K",silver,41,6,3,1,"20.231,09","1.215,86",36
719443683,1,50,M,1,na,solteiro,"$120K +",blue,39,3,3,2,"27.512,95","1.149,60",25
715449333,0,55,F,3,na,casado,"$40K - $60K",blue,47,5,0,2,"1.929,71","2.354,41",50
717998058,0,26,M,0,mestrado,solteiro,"menos que $40K",blue,13,6,2,3,"2.585,01","2.644,77",40
779610033,1,58,M,1,graduacao,casado,"$80K - $120K",blue,47,3,3,3,"12.151,06","918,45",14
827332983,0,46,M,3,"ensino medio",solteiro,"$80K - $120K",gold,42,3,2,2,"34.516,60","1.362,70",31
721183983,0,48,M,4,"ensino medio",casado,"$120K +",blue,31,6,1,3,"34.516,11","1.222,86",37
718426533,0,42,M,4,"sem educacao formal",divorciado,"$60K - $80K",blue,32,4,2,1,"5.504,64","1.364,07",32
710698233,0,37,M,4,mestrado,casado,"$80K - $120K",blue,28,4,2,1,"10.021,45","1.463,75",40
780253533,0,63,F,0,na,casado,"menos que $40K",blue,49,5,0,3,"3.558,15","1.631,04",31
793581933,0,50,M,3,"ensino medio",solteiro,"$40K - $60K",silver,44,4,4,3,"19.853,72","1.878,33",55
719229708,0,41,F,1,"ensino medio",solteiro,"$40K - $60K",blue,31,6,2,3,"4.969,91","1.489,10",32
715158483,0,48,F,3,mestrado,divorciado,"menos que $40K",blue,40,3,3,2,"3.117,02","1.437,39",37
809296308,0,46,M,2,graduacao,solteiro,"$80K - $120K",blue,41,4,0,2,"21.526,86","1.313,27",37
778176108,0,61,M,0,"ensino medio",solteiro,"$60K - $80K",blue,51,4,2,2,"5.504,96","1.290,66",38
796532958,0,59,F,0,na,casado,"menos que $40K",blue,53,4,2,3,"5.512,88","1.975,03",49
709345008,1,53,F,2,doutorado,casado,na,blue,39,1,3,2,"1.438,67","807,50",22
717049533,0,39,F,3,doutorado,na,"$40K - $60K",blue,28,5,0,3,"7.262,41","1.438,46",28
719366358,0,51,M,3,"ensino medio",casado,"$120K +",blue,40,6,2,3,"7.319,22","1.233,62",29
721417233,1,45,M,2,mestrado,casado,"$60K - $80K",blue,25,3,3,5,"1.438,45","709,22",27
711622683,0,48,M,4,na,solteiro,"$60K - $80K",blue,30,4,3,3,"7.712,59","1.597,58",39
714578283,0,47,M,1,mestrado,casado,"$60K - $80K",blue,37,6,0,3,"2.053,64","1.283,89",28
769574883,0,41,M,2,"ensino medio",casado,"$40K - $60K",blue,32,3,3,1,"12.804,28","1.101,93",37
717643608,0,48,M,4,graduacao,casado,"$80K - $120K",blue,36,3,2,3,"26.443,42","1.593,88",36
709198158,0,50,F,4,mestrado,solteiro,"menos que $40K",blue,36,6,0,2,"3.125,86","1.631,78",46
712419708,0,56,F,2,doutorado,casado,"menos que $40K",blue,48,6,2,1,"4.930,70","2.194,98",53
709103358,0,39,F,2,graduacao,solteiro,"menos que $40K",blue,36,6,3,3,"9.476,09","1.128,92",27
716966808,0,47,M,1,mestrado,casado,"$80K - $120K",blue,37,6,3,3,"11.722,66","1.497,42",35
772264383,0,44,M,2,mestrado,solteiro,"$120K +",blue,33,4,3,1,"13.301,40","1.385,06",50
721057758,0,61,F,1,na,casado,na,blue,47,4,3,2,"1.438,22","1.449,36",27
769137108,1,43,F,2,doutorado,casado,"menos que $40K",blue,37,3,1,3,"1.438,57","974,45",28
717640083,1,59,M,1,"ensino medio",casado,"$60K - $80K",blue,36,3,3,2,"6.705,54","731,33",18
716445783,0,42,F,2,"sem educacao formal",casado,na,blue,31,4,0,2,"22.718,93","1.191,98",37
708579633,0,40,M,4,na,divorciado,"$40K - $60K",gold,28,4,2,2,"23.981,32","1.421,27",34
718715583,0,65,M,2,na,casado,"menos que $40K",blue,56,4,4,2,"2.318,93","1.256,68",35
778686408,0,48,M,1,graduacao,casado,"$60K - $80K",blue,29,4,2,3,"19.324,66","1.744,86",50
715015683,0,44,M,2,mestrado,solteiro,"$40K - $60K",blue,34,5,1,3,"5.331,13","1.766,89",39
805254708,0,36,F,4,na,casado,na,blue,31,5,0,2,"15.700,22","2.229,49",48
710462433,0,45,M,4,mestrado,solteiro,"$60K - $80K",blue,30,6,2,2,"17.625,42","1.773,18",39
721342383,0,39,M,2,mestrado,casado,"$80K - $120K",blue,34,6,2,3,"17.438,04","1.860,30",37
720179883,0,40,M,4,graduacao,na,"$80K - $120K",blue,25,3,1,3,"1.962,40","1.179,46",27
794977533,1,62,M,0,"ensino medio",casado,"$60K - $80K",blue,56,3,2,3,"8.077,58","906,24",16
779445108,0,26,M,0,mestrado,solteiro,"$40K - $60K",blue,13,6,2,1,"3.290,39","2.781,52",54
718193958,0,60,M,0,"sem educacao formal",solteiro,"menos que $40K",blue,53,5,2,3,"2.402,11","1.650,50",53
710955633,0,54,F,3,doutorado,solteiro,"menos que $40K",blue,42,6,0,1,"9.256,32","1.446,71",37
716149383,0,62,M,0,mestrado,casado,"$60K - $80K",blue,36,6,3,3,"3.674,55","1.703,25",48
752604633,1,57,M,2,graduacao,casado,"$40K - $60K",blue,50,2,3,5,"6.462,33","761,95",17
713889933,0,59,M,0,mestrado,solteiro,"$40K - $60K",blue,48,4,2,2,"1.638,44","1.536,75",44
709446783,0,46,M,4,mestrado,solteiro,"$60K - $80K",blue,38,3,2,3,"4.335,50","1.373,70",36
789115833,0,44,M,4,"ensino medio",solteiro,"$60K - $80K",blue,32,5,2,3,"3.233,21","1.256,32",29
711242058,1,48,M,4,na,solteiro,"$80K - $120K",blue,36,1,1,3,"11.862,19","643,07",16
787623858,0,43,M,2,"sem educacao formal",divorciado,"$120K +",silver,24,4,0,2,"34.516,25","1.215,80",45
709040508,0,57,M,4,"sem educacao formal",casado,"$120K +",blue,38,6,2,6,"19.802,04","2.244,22",58
708864708,0,46,M,3,graduacao,na,"$80K - $120K",blue,36,4,2,2,"24.869,26","1.409,05",36
717758583,0,40,M,3,"ensino medio",na,"$60K - $80K",blue,36,4,1,2,"3.624,27","1.469,19",23
715416633,0,54,M,1,na,casado,"$80K - $120K",blue,36,4,2,1,"6.175,70","1.847,63",59
717956283,0,57,F,1,mestrado,solteiro,"$40K - $60K",blue,48,5,0,1,"10.953,93","1.277,75",29
721379433,0,44,M,4,mestrado,casado,"$60K - $80K",blue,28,6,3,2,"11.338,93","1.227,35",24
712027683,0,47,F,2,doutorado,casado,"menos que $40K",blue,35,3,2,2,"5.544,96","1.336,11",38
716027208,0,47,M,4,doutorado,casado,"$60K - $80K",blue,36,4,1,1,"19.665,34","1.110,76",58
720475233,0,50,F,2,"ensino medio",casado,"menos que $40K",blue,43,6,3,2,"2.927,53","1.474,21",26
712275108,0,53,F,3,graduacao,casado,"$40K - $60K",blue,33,4,3,3,"5.146,86","1.955,63",44
718121658,1,56,M,1,graduacao,casado,"$60K - $80K",blue,44,5,3,3,"1.704,28","660,12",17
711593808,1,55,M,1,"ensino medio",casado,"$60K - $80K",blue,46,2,3,2,"1.438,26","888,13",18
716222808,0,53,F,4,"ensino medio",casado,"menos que $40K",blue,36,6,3,1,"2.974,42","1.785,85",45
718731183,1,61,M,1,na,casado,"$40K - $60K",blue,49,1,2,2,"5.472,36","705,29",14
788779008,0,57,M,2,"ensino medio",casado,"$60K - $80K",blue,38,3,2,1,"2.736,52","1.211,03",25
710404533,0,50,M,2,mestrado,casado,"$80K - $120K",blue,37,6,1,2,"1.438,61","1.391,07",40
711173058,0,56,F,2,na,casado,na,blue,45,4,0,3,"5.406,94","1.407,18",29
715383108,0,52,M,2,mestrado,solteiro,"$120K +",blue,44,5,1,1,"34.516,97","1.616,98",50
711697158,0,60,M,0,mestrado,casado,"menos que $40K",blue,36,6,2,2,"1.976,26","1.498,69",43
709186983,0,49,M,4,"sem educacao formal",casado,"$80K - $120K",blue,40,3,1,1,"8.714,20","1.536,03",38
808964433,0,46,F,4,doutorado,divorciado,"menos que $40K",blue,41,4,1,1,"8.693,69","1.594,99",45
711948333,0,42,M,1,"sem educacao formal",casado,"$80K - $120K",blue,36,6,2,1,"9.247,32","1.190,83",30
710541858,0,45,M,3,"ensino medio",casado,"menos que $40K",blue,33,6,0,5,"7.717,01","1.248,34",37
713865333,1,45,F,4,"sem educacao formal",casado,"menos que $40K",blue,38,3,3,4,"4.908,17","827,15",21
797707008,1,44,F,3,doutorado,casado,"menos que $40K",blue,38,6,3,1,"7.222,18","920,76",18
713490483,0,61,M,0,"sem educacao formal",solteiro,"$80K - $120K",blue,48,6,2,2,"21.740,18","1.755,90",54
720370533,1,55,M,3,"sem educacao formal",casado,"$60K - $80K",blue,44,3,2,2,"2.323,81","804,55",15
779743908,0,44,M,4,na,divorciado,"$60K - $80K",blue,29,4,2,2,"7.788,34","1.196,42",30
718675158,1,55,F,1,na,casado,"menos que $40K",blue,36,4,3,1,"1.438,99","850,04",22
710784333,0,57,M,2,na,casado,"$120K +",blue,36,3,2,2,"23.700,90","1.644,84",28
816596583,0,45,M,2,doutorado,casado,"$80K - $120K",blue,40,6,1,3,"11.710,53","1.749,63",50
717517758,0,57,F,0,"ensino medio",casado,"$40K - $60K",blue,45,3,2,2,"2.278,50","2.307,03",45
712880283,0,31,M,0,"sem educacao formal",casado,"$40K - $60K",blue,22,3,0,3,"4.048,48","1.757,84",45
753226158,0,34,F,2,mestrado,casado,"menos que $40K",blue,24,6,2,2,"3.663,53","1.826,90",35
720605808,1,53,F,1,mestrado,solteiro,"menos que $40K",blue,36,2,3,2,"1.438,29","799,32",17
758317233,0,35,F,1,graduacao,solteiro,na,blue,28,4,2,5,"3.518,48","2.121,31",60
711028308,0,44,F,4,mestrado,casado,"menos que $40K",blue,36,4,0,1,"1.717,07","1.468,28",29
814852533,0,50,M,1,mestrado,casado,"$80K - $120K",blue,45,3,2,2,"16.813,54","1.482,26",46
711526533,0,33,M,3,doutorado,casado,"$80K - $120K",blue,25,4,3,2,"16.434,74","1.726,34",37
804403908,0,50,M,3,mestrado,solteiro,"$60K - $80K",blue,45,4,3,2,"21.872,60","1.806,61",31
716999883,0,51,M,4,"ensino medio",casado,"$80K - $120K",blue,41,5,0,2,"15.897,96","1.405,97",43
716452083,0,56,F,4,na,casado,"menos que $40K",blue,46,5,2,3,"4.271,11","2.052,37",50
787599258,0,55,F,3,mestrado,solteiro,"menos que $40K",blue,29,6,2,1,"7.361,00","1.175,42",34
714495258,0,26,M,0,graduacao,solteiro,"menos que $40K",blue,36,4,3,1,"1.438,43","1.786,91",37
717713283,0,42,F,3,mestrado,casado,"menos que $40K",blue,33,6,3,3,"8.628,28","1.675,44",58
789317883,0,54,M,2,graduacao,casado,"$80K - $120K",blue,44,4,3,3,"18.750,33","1.200,84",36
714500883,0,44,F,3,mestrado,casado,na,blue,36,4,3,2,"21.242,59","1.283,42",37
789467508,0,65,F,0,mestrado,casado,"$40K - $60K",blue,56,5,0,3,"2.961,47","1.937,51",57
710317758,0,38,F,3,"ensino medio",casado,na,blue,29,4,2,2,"11.327,12","2.033,32",38
711231558,0,58,M,3,"ensino medio",casado,"$60K - $80K",blue,40,6,3,1,"8.308,84","1.915,06",37
716829483,0,39,F,3,doutorado,casado,"$40K - $60K",blue,28,4,2,2,"3.249,28","1.988,86",36
779713608,0,52,M,2,"ensino medio",casado,"$120K +",blue,36,5,2,1,"2.981,69","1.648,38",30
711628458,0,45,F,3,mestrado,casado,"menos que $40K",blue,31,4,0,1,"8.829,21","1.902,32",45
718943508,0,42,M,3,na,solteiro,"$80K - $120K",blue,33,3,2,3,"3.714,31","1.454,58",35
770724558,1,42,M,2,graduacao,casado,"$60K - $80K",blue,28,6,3,1,"7.340,58","838,57",24
783561558,0,57,M,4,doutorado,casado,"$120K +",blue,51,4,3,2,"16.952,05","1.918,43",61
719309958,1,55,M,3,doutorado,solteiro,"$80K - $120K",blue,35,4,3,1,"20.865,47","837,79",25
788785083,0,44,F,3,graduacao,na,"menos que $40K",blue,25,6,2,3,"3.083,27","4.311,86",78
780481308,0,37,F,3,mestrado,casado,na,blue,24,3,2,2,"10.584,32","1.567,22",33
711757383,0,50,F,3,na,casado,"menos que $40K",blue,42,4,2,1,"2.240,06","1.905,44",39
787550808,0,51,M,2,mestrado,casado,"$40K - $60K",blue,40,5,2,1,"12.240,62","1.422,80",26
779863533,0,37,M,1,mestrado,casado,"$80K - $120K",blue,21,6,0,2,"5.120,31","1.680,12",32
714529233,0,36,F,2,mestrado,casado,"menos que $40K",blue,24,3,3,1,"3.124,27","1.652,88",41
708177333,0,51,F,2,"ensino medio",casado,"menos que $40K",silver,36,5,0,3,"11.261,70","1.158,09",26
812019933,0,65,M,1,"sem educacao formal",casado,"$40K - $60K",blue,56,3,2,3,"2.468,10","1.797,86",46
708557358,0,43,M,2,graduacao,casado,"$60K - $80K",blue,28,4,3,2,"22.157,48","1.911,82",55
713580633,0,46,M,3,mestrado,casado,"$40K - $60K",blue,32,6,3,2,"11.477,94","1.260,29",27
711466533,0,43,F,2,mestrado,casado,"menos que $40K",blue,33,5,2,2,"3.933,04","1.489,11",45
802276683,0,56,M,3,mestrado,casado,"$80K - $120K",blue,50,3,3,3,"8.022,01","1.794,45",31
780913308,0,43,M,3,na,solteiro,"$60K - $80K",blue,34,6,0,2,"13.771,82","1.510,42",42
808897683,1,53,M,1,mestrado,solteiro,"$80K - $120K",blue,48,3,3,3,"30.271,39","3.231,76",47
719428308,0,50,M,2,"ensino medio",na,"$60K - $80K",blue,41,6,2,2,"3.244,68","1.274,24",32
713010483,0,43,F,3,mestrado,casado,"$40K - $60K",blue,36,6,3,1,"2.936,33","1.572,56",57
717006333,0,54,M,3,"ensino medio",casado,"$80K - $120K",blue,36,6,2,1,"1.438,98","1.935,13",41
787621158,0,33,M,2,na,casado,"$60K - $80K",blue,25,6,3,3,"6.242,24","2.187,84",59
716924058,0,58,F,2,"sem educacao formal",casado,"$40K - $60K",blue,49,3,3,1,"6.175,99","1.417,09",25
720916683,0,41,M,3,mestrado,solteiro,"$80K - $120K",blue,26,4,2,3,"11.806,86","1.465,99",31
720923658,0,48,M,3,doutorado,solteiro,"$60K - $80K",blue,39,5,2,2,"4.734,64","1.570,94",45
712710708,0,55,M,2,"ensino medio",solteiro,"$40K - $60K",blue,36,5,0,2,"6.244,24","1.445,79",40
718939083,1,54,F,2,mestrado,casado,"menos que $40K",blue,45,3,3,1,"1.438,81","694,56",15
779519058,0,51,F,3,doutorado,divorciado,na,platinum,34,3,2,1,"34.516,96","1.929,84",40
719085933,0,35,M,3,mestrado,solteiro,"$80K - $120K",blue,24,4,2,1,"23.561,92","2.447,49",64
715124958,0,50,M,3,"sem educacao formal",solteiro,"$80K - $120K",blue,36,5,3,2,"24.742,02","1.306,89",31
712979133,1,55,M,4,"ensino medio",casado,"$80K - $120K",blue,41,2,2,2,"27.560,22","646,39",10
712006308,0,45,F,0,graduacao,divorciado,"menos que $40K",blue,35,6,3,1,"5.923,75","1.236,83",35
710801133,0,34,M,2,"sem educacao formal",casado,"$60K - $80K",blue,36,6,2,1,"8.581,20","2.513,75",63
712490283,0,55,F,4,mestrado,casado,"$40K - $60K",blue,41,4,3,3,"3.156,99","2.091,56",48
720071583,1,48,F,2,na,casado,"menos que $40K",blue,36,5,3,1,"7.151,64","854,93",22
717958833,0,46,M,4,mestrado,casado,"$60K - $80K",blue,35,5,2,1,"1.535,78","1.848,41",25
812420358,1,61,F,0,mestrado,casado,"menos que $40K",blue,56,3,3,3,"2.122,22","949,30",17
712370208,0,48,M,1,"sem educacao formal",na,"$60K - $80K",blue,35,3,2,2,"17.131,89","1.371,32",37
715940358,0,51,F,1,mestrado,casado,"menos que $40K",blue,42,6,2,2,"5.822,06","1.804,34",49
715041333,0,39,M,3,doutorado,casado,"$60K - $80K",blue,29,3,3,1,"3.537,25","1.605,17",43
712797258,0,43,M,3,mestrado,casado,"$120K +",blue,33,3,3,1,"34.516,42","1.463,92",38
769170558,0,53,M,3,mestrado,solteiro,"$60K - $80K",blue,47,6,3,4,"16.320,11","1.279,02",41
715884858,0,38,M,2,"ensino medio",casado,"$80K - $120K",blue,36,5,3,3,"2.407,13","1.470,12",28
796343058,0,49,F,2,"ensino medio",solteiro,"menos que $40K",blue,43,4,2,1,"3.538,42","1.265,25",38
783910008,0,37,F,0,na,casado,"menos que $40K",blue,31,5,2,2,"2.684,77","2.002,16",60
718888308,0,53,M,3,mestrado,solteiro,"$80K - $120K",blue,36,4,2,3,"34.516,14","1.475,68",33
785114808,0,46,M,2,doutorado,solteiro,"$40K - $60K",silver,40,4,2,2,"15.459,46","1.419,00",30
709852908,0,44,F,3,"sem educacao formal",solteiro,"menos que $40K",blue,36,5,3,3,"4.307,23","1.628,12",37
823528833,0,50,F,1,na,solteiro,"menos que $40K",blue,46,4,3,2,"2.081,30","1.337,03",29
719679858,0,58,F,2,"sem educacao formal",casado,"$40K - $60K",blue,47,3,2,2,"2.848,78","1.135,33",27
827108583,0,55,M,3,"ensino medio",solteiro,"$120K +",blue,51,3,3,1,"34.516,16","1.161,90",26
787833333,0,44,M,3,graduacao,na,"$80K - $120K",blue,35,6,2,1,"6.361,67","1.571,90",38
719781183,0,57,M,4,"ensino medio",casado,"$80K - $120K",blue,38,4,3,1,"15.428,86","1.916,57",40
710429358,0,57,M,1,"ensino medio",casado,"$40K - $60K",blue,48,5,3,1,"2.544,23","1.346,62",30
798792408,1,48,M,3,"ensino medio",casado,"$80K - $120K",blue,42,1,3,1,"9.959,64","805,47",24
710280558,0,51,M,1,mestrado,solteiro,"$60K - $80K",blue,39,3,2,3,"8.796,83","1.195,72",18
809825358,0,53,F,3,"sem educacao formal",casado,"menos que $40K",blue,48,6,3,1,"3.428,47","1.155,65",34
714451833,0,45,F,1,doutorado,solteiro,"menos que $40K",blue,36,6,2,2,"1.438,21","1.431,12",34
713943783,0,41,M,4,doutorado,casado,"$60K - $80K",blue,32,5,2,3,"18.001,86","1.194,85",25
710706558,0,51,F,4,mestrado,solteiro,"menos que $40K",blue,42,3,3,1,"2.680,55","1.154,85",33
713620308,0,46,F,2,"ensino medio",casado,"menos que $40K",blue,35,6,3,4,"4.675,83","1.232,53",34
813453408,0,40,F,5,graduacao,casado,"menos que $40K",blue,35,3,3,1,"2.448,82","1.269,48",30
818248383,0,33,M,2,doutorado,casado,"$60K - $80K",blue,28,3,3,3,"4.049,60","1.742,40",35
780106908,0,53,M,1,"ensino medio",solteiro,"$80K - $120K",blue,38,6,2,2,"8.154,94","1.379,14",26
708938508,0,63,M,1,"ensino medio",casado,"$40K - $60K",blue,36,5,2,3,"4.559,50","1.870,26",35
709671708,0,61,M,0,"sem educacao formal",solteiro,"$80K - $120K",blue,36,4,1,2,"19.354,83","1.207,82",32
711204483,1,56,M,4,"ensino medio",casado,"$60K - $80K",blue,46,3,3,3,"2.340,29","781,48",15
801728658,0,53,M,2,mestrado,solteiro,"$60K - $80K",blue,47,6,0,3,"13.848,63","1.773,80",38
713945883,1,62,F,2,mestrado,casado,"menos que $40K",blue,52,4,2,2,"2.490,25","864,95",20
779558733,0,50,F,4,na,casado,na,silver,36,6,2,1,"32.156,29","1.559,28",39
788370258,0,37,M,4,mestrado,casado,"$60K - $80K",blue,30,5,2,3,"2.578,17","1.830,21",64
714927333,0,62,F,0,mestrado,casado,na,blue,52,6,2,3,"9.050,95","1.542,36",43
710383158,0,49,M,3,"sem educacao formal",solteiro,"$80K - $120K",silver,41,4,2,1,"34.516,07","1.506,57",47
798007308,0,57,F,3,"ensino medio",casado,na,blue,51,6,0,1,"8.362,85","1.175,37",41
711768858,0,55,M,2,"ensino medio",casado,"$80K - $120K",blue,36,3,3,2,"6.514,10","1.383,81",20
714888633,0,50,M,1,mestrado,casado,"$80K - $120K",blue,42,3,4,3,"4.051,31","1.837,27",57
712650333,0,48,M,3,graduacao,casado,"$60K - $80K",blue,37,3,2,3,"11.959,21","1.191,49",40
719945433,0,60,F,1,"sem educacao formal",divorciado,"$40K - $60K",blue,48,3,2,2,"2.070,00","1.793,69",53
720310458,0,46,M,1,na,solteiro,"$120K +",blue,32,5,1,2,"11.840,97","1.560,93",49
718344033,0,47,M,2,graduacao,casado,"$120K +",blue,35,4,2,3,"3.636,21","1.564,05",59
715442958,0,54,M,2,"sem educacao formal",casado,"$60K - $80K",blue,36,3,3,3,"11.067,35","1.843,06",38
780326883,0,53,M,2,doutorado,casado,"$60K - $80K",blue,40,3,3,3,"11.262,11","2.165,71",61
711157833,0,56,F,3,mestrado,solteiro,"$40K - $60K",blue,36,4,0,1,"5.108,61","1.631,49",41
719704308,0,56,F,4,"ensino medio",casado,"$40K - $60K",blue,36,5,1,1,"2.072,99","1.265,72",32
708772308,0,41,M,3,"sem educacao formal",casado,"$80K - $120K",blue,24,4,3,3,"4.119,73","1.455,07",35
817663908,0,60,F,1,mestrado,casado,"$40K - $60K",blue,42,5,3,3,"5.903,27","1.137,09",27
780054258,0,40,M,5,mestrado,na,"$40K - $60K",blue,25,6,3,2,"7.860,47","1.367,68",35
709990983,0,49,F,3,doutorado,casado,"$40K - $60K",blue,36,6,2,2,"5.918,44","1.292,79",26
818045958,0,46,M,4,mestrado,solteiro,"$40K - $60K",blue,41,5,2,3,"6.741,43","1.682,43",46
716380683,0,36,F,3,"ensino medio",casado,"menos que $40K",blue,36,6,2,1,"3.880,34","1.598,46",39
787480158,0,57,F,2,na,casado,"menos que $40K",blue,45,4,0,2,"2.494,71","1.555,91",39
778461408,0,38,M,1,"ensino medio",casado,"$80K - $120K",blue,23,4,2,3,"22.149,14","2.409,94",36
713861733,0,50,M,3,mestrado,divorciado,"$80K - $120K",blue,36,4,1,3,"34.516,92","1.770,94",65
789291633,0,62,M,0,mestrado,casado,"$60K - $80K",blue,51,3,0,2,"5.450,71","1.526,80",45
789513858,1,43,M,3,na,casado,"$40K - $60K",blue,35,2,3,2,"1.438,53","891,81",28
778357458,0,44,F,5,na,solteiro,"menos que $40K",blue,24,4,3,3,"2.003,20","1.756,15",42
718325883,0,39,M,2,"sem educacao formal",solteiro,"$40K - $60K",blue,32,6,2,3,"7.723,28","1.241,99",22
720344658,0,38,M,2,graduacao,casado,"$80K - $120K",blue,23,4,1,1,"18.226,68","1.681,78",43
809292483,0,44,F,4,graduacao,casado,"menos que $40K",blue,39,4,2,2,"8.128,36","1.224,08",32
779791008,0,43,M,3,"ensino medio",casado,"$80K - $120K",blue,32,6,3,2,"5.851,14","1.573,00",38
779557533,0,54,M,1,doutorado,solteiro,"$80K - $120K",blue,40,6,3,3,"10.260,08","1.566,79",50
795904233,0,38,F,3,na,solteiro,na,blue,32,5,0,1,"26.945,29","1.579,40",40
710573808,0,55,M,2,na,solteiro,"$60K - $80K",blue,36,6,3,3,"2.243,71","1.334,80",31
717418158,0,42,M,5,na,na,"$120K +",blue,36,4,2,1,"34.516,96","1.230,82",34
771963708,1,56,M,3,na,casado,"$60K - $80K",blue,45,5,2,3,"12.248,19","767,66",25
712433508,1,59,F,1,na,casado,na,blue,50,3,3,2,"1.438,92","724,37",16
779320983,0,46,M,4,"sem educacao formal",solteiro,"$80K - $120K",blue,28,4,2,3,"19.843,58","1.638,15",49
718093233,0,55,F,2,doutorado,casado,"menos que $40K",blue,45,3,3,3,"2.163,64","1.349,91",47
719459358,0,52,M,1,doutorado,casado,"$120K +",blue,41,4,2,2,"33.864,94","1.751,42",48
717728808,0,39,F,2,mestrado,casado,"menos que $40K",blue,26,3,2,1,"4.531,23","1.414,68",40
788701608,0,42,F,4,mestrado,solteiro,"menos que $40K",blue,26,5,3,2,"2.950,43","1.260,93",32
778506633,1,43,F,4,graduacao,casado,"menos que $40K",blue,23,6,3,2,"7.706,53","965,72",27
719989008,0,47,F,1,"ensino medio",na,na,blue,36,5,0,1,"25.657,81","1.121,84",25
791839233,0,42,F,4,na,divorciado,na,blue,36,5,2,3,"17.536,60","1.411,77",28
716918508,0,39,M,1,graduacao,solteiro,"$40K - $60K",blue,24,4,3,3,"3.770,80","1.602,83",49
717321783,0,50,M,1,"sem educacao formal",solteiro,"$60K - $80K",blue,45,5,2,2,"10.344,93","1.617,35",47
799000008,0,57,M,2,doutorado,divorciado,"$120K +",blue,51,4,1,1,"26.437,06","1.244,66",36
721517208,0,41,M,4,na,casado,"menos que $40K",blue,30,4,1,6,"2.450,07","1.263,18",29
719068683,0,52,F,1,"ensino medio",casado,"$40K - $60K",blue,36,5,2,1,"3.136,85","1.036,82",25
709120008,0,43,M,2,"ensino medio",solteiro,"$60K - $80K",blue,36,4,2,3,"6.976,79","1.217,04",39
